precision,recall,ndcg,hr,MAP
0.00466887978836894,0.02334437146782875,0.013113116845488548,0.02334437146782875,0.009787527844309807
0.006192064378410578,0.030960265547037125,0.0202457495033741,0.030960265547037125,0.016730135306715965
0.009139095433056355,0.045695364475250244,0.029313411563634872,0.045695364475250244,0.023940393701195717
0.009470222517848015,0.047350991517305374,0.03116648830473423,0.047350991517305374,0.025882992893457413
0.011324520222842693,0.05662251636385918,0.03532429784536362,0.05662251636385918,0.02837470918893814
0.012715226970613003,0.06357616186141968,0.039738815277814865,0.06357616186141968,0.0319674015045166
0.014403942972421646,0.07201986759901047,0.04466241970658302,0.07201986759901047,0.03580569103360176
0.014105934649705887,0.07052980363368988,0.044156137853860855,0.07052980363368988,0.035554591566324234
0.01483440026640892,0.07417218387126923,0.04547246918082237,0.07417218387126923,0.03616441413760185
0.01483440026640892,0.07417218387126923,0.0454547144472599,0.07417218387126923,0.03608991205692291
0.013774814084172249,0.06887417286634445,0.042432751506567,0.06887417286634445,0.03378582373261452
0.01387414988130331,0.06937085837125778,0.042839307337999344,0.06937085837125778,0.03416938707232475
0.014370830729603767,0.07185430824756622,0.043574199080467224,0.07185430824756622,0.03435150161385536
0.014536391943693161,0.07268211990594864,0.04363901540637016,0.07268211990594864,0.03419145569205284
0.014139046892523766,0.07069536298513412,0.04254330322146416,0.07069536298513412,0.03338572010397911
0.014105934649705887,0.07052980363368988,0.0423881970345974,0.07052980363368988,0.03322568163275719
0.013841037638485432,0.06920529901981354,0.04257301241159439,0.06920529901981354,0.033879656344652176
0.01400659792125225,0.07003311067819595,0.042192164808511734,0.07003311067819595,0.03308495879173279
0.013609252870082855,0.06804636120796204,0.0414629690349102,0.06804636120796204,0.03280901536345482
0.014238382689654827,0.07119205594062805,0.04338812828063965,0.07119205594062805,0.03437081351876259
0.01374170184135437,0.06870860606431961,0.04236553981900215,0.06870860606431961,0.03378583863377571
0.014470167458057404,0.07235099375247955,0.04404579475522041,0.07235099375247955,0.03486198931932449
0.014370830729603767,0.07185430824756622,0.04447677358984947,0.07185430824756622,0.035584937781095505
0.014602615498006344,0.07301324605941772,0.04493194818496704,0.07301324605941772,0.035783614963293076
0.014867512509226799,0.07433775067329407,0.04466414824128151,0.07433775067329407,0.0350441038608551
0.01403971016407013,0.0701986774802208,0.04399977996945381,0.0701986774802208,0.03547457978129387
0.01499996054917574,0.07500000298023224,0.04557722806930542,0.07500000298023224,0.03600989654660225
0.01499996054917574,0.07500000298023224,0.04602433741092682,0.07500000298023224,0.03663073852658272
0.014503279700875282,0.0725165531039238,0.04506673663854599,0.0725165531039238,0.03608715906739235
0.014668839983642101,0.07334437221288681,0.04677265137434006,0.07334437221288681,0.03808495029807091
0.01496684830635786,0.0748344361782074,0.04603315889835358,0.0748344361782074,0.036655593663454056
0.014205270446836948,0.07102648913860321,0.0446147695183754,0.07102648913860321,0.03599608317017555
0.015331081114709377,0.07665562629699707,0.048160210251808167,0.07665562629699707,0.038904476910829544
0.01562909036874771,0.07814569771289825,0.048453789204359055,0.07814569771289825,0.03881065174937248
0.015231745317578316,0.07615894079208374,0.04732154682278633,0.07615894079208374,0.037875231355428696
0.01496684830635786,0.0748344361782074,0.04647555947303772,0.0748344361782074,0.037257131189107895
0.01483440026640892,0.07417218387126923,0.04624573141336441,0.07417218387126923,0.03715779259800911
0.015165520831942558,0.07582781463861465,0.046542976051568985,0.07582781463861465,0.03699221834540367
0.015364193357527256,0.07682119309902191,0.047756653279066086,0.07682119309902191,0.03829190507531166
0.015033072791993618,0.07516556233167648,0.04675399139523506,0.07516556233167648,0.03749994933605194
0.015397305600345135,0.07698675245046616,0.04907669126987457,0.07698675245046616,0.039947520941495895
